Index Type X Y Z Radius Parent
1204 6 -23.31 65.8 86.55 0.25 1203
1205 6 -23.31 65.8 86.62 0.25 1204
1206 6 -23.31 65.8 86.72 0.25 1205
1207 6 -23.37 65.76 86.8 0.25 1206
1208 6 -23.37 65.76 86.87 0.25 1207
1209 6 -23.44 65.69 86.97 0.25 1208
1210 6 -23.44 65.76 87.05 0.25 1209
1211 6 -23.43 65.68 87.16 0.25 1210
1212 6 -23.45 65.68 87.25 0.25 1211
1213 6 -23.44 65.68 87.33 0.25 1212
1214 6 -23.45 65.66 87.41 0.25 1213
1215 6 -23.45 65.72 87.48 0.25 1214
1216 6 -23.56 65.75 87.61 0.25 1215
1217 6 -23.5 65.8 87.69 0.25 1216
1218 6 -23.54 65.8 87.76 0.25 1217
1219 6 -23.59 65.93 87.87 0.25 1218
1220 6 -23.61 65.91 87.97 0.25 1219
1221 6 -23.68 65.94 88.05 0.25 1220
1222 6 -23.7 65.93 88.12 0.25 1221
1223 6 -23.71 65.94 88.19 0.25 1222
1224 6 -23.79 66.01 88.26 0.25 1223
1225 6 -23.79 66.04 88.36 0.25 1224
1226 6 -23.81 66.11 88.44 0.25 1225
1227 6 -23.85 66.18 88.51 0.25 1226
1228 6 -23.87 66.23 88.61 0.25 1227
1229 6 -23.89 66.3 88.69 0.25 1228
1230 6 -23.87 66.37 88.76 0.25 1229
1231 6 -23.87 66.44 88.83 0.25 1230
1232 6 -23.96 66.55 88.91 0.25 1231
1233 6 -23.97 66.55 89 0.25 1232
1234 6 -24.01 66.65 89.08 0.25 1233
1235 6 -24.01 66.76 89.16 0.25 1234
1236 6 -23.96 66.8 89.25 0.25 1235
1237 6 -24.04 66.87 89.33 0.25 1236
1238 6 -24.03 66.98 89.41 0.25 1237
1239 6 -23.97 67.04 89.48 0.25 1238
1240 6 -23.95 67.19 89.55 0.25 1239
1241 6 -23.96 67.48 89.69 0.25 1240
1242 6 -23.79 67.68 89.76 0.25 1241
1243 6 -23.79 67.69 89.83 0.25 1242
1244 6 -23.78 67.98 89.97 0.25 1243
1245 6 -23.78 68.08 90.08 0.25 1244
1246 6 -23.7 68.11 90.16 0.25 1245
1247 6 -23.78 68.12 90.25 0.25 1246
1248 6 -23.76 68.19 90.33 0.25 1247
1249 6 -23.78 68.22 90.41 0.25 1248
1250 6 -23.76 68.26 90.51 0.25 1249
1251 6 -23.76 68.44 90.61 0.25 1250
1252 6 -23.72 68.51 90.69 0.25 1251
1253 6 -23.72 68.58 90.76 0.25 1252
1254 6 -23.71 68.62 90.83 0.25 1253
1255 6 -23.79 68.66 90.91 0.25 1254
1256 6 -23.7 68.62 91 0.25 1255
1257 6 -23.6 68.58 91.08 0.25 1256
1258 6 -23.55 68.68 91.16 0.25 1257
1259 6 -23.62 68.66 91.25 0.25 1258
1260 6 -23.63 68.76 91.33 0.25 1259
1261 6 -23.63 68.83 91.41 0.25 1260
1262 6 -23.62 68.87 91.48 0.25 1261
1263 6 -23.62 68.93 91.55 0.25 1262
1264 6 -23.61 68.87 91.62 0.25 1263
1265 6 -23.61 68.97 91.72 0.25 1264
1266 6 -23.63 68.94 91.8 0.25 1265
1267 6 -23.62 69.01 91.87 0.25 1266
1268 6 -23.59 68.97 91.97 0.25 1267
1269 6 -23.79 68.98 92.08 0.25 1268
1270 6 -23.78 68.94 92.16 0.25 1269
1271 6 -23.78 68.94 92.25 0.25 1270
1272 6 -23.87 68.86 92.33 0.25 1271
1273 6 -23.88 68.8 92.48 0.25 1272
1274 6 -23.87 68.8 92.55 0.25 1273
1275 6 -24.09 68.83 92.69 0.25 1274
1276 6 -24.04 68.87 92.76 0.25 1275
1277 6 -24.12 68.87 92.83 0.25 1276
1278 6 -24.1 68.83 92.91 0.25 1277
1279 6 -24.11 68.87 93 0.25 1278
1280 6 -24.13 68.76 93.08 0.25 1279
1281 6 -24.18 68.69 93.16 0.25 1280
1282 6 -24.25 68.73 93.25 0.25 1281
1283 6 -24.29 68.76 93.33 0.25 1282
1284 6 -24.42 68.76 93.41 0.25 1283
1285 6 -24.52 68.79 93.48 0.25 1284
1286 6 -24.62 68.73 93.55 0.25 1285
1287 6 -24.62 68.72 93.62 0.25 1286
1288 6 -24.84 68.55 93.76 0.25 1287
1289 6 -22.37 65.22 85.25 0.25 1191
1290 6 -22.37 65.19 85.26 0.25 1289
1291 6 -22.44 65.18 85.36 0.25 1290
1292 6 -22.47 65.25 85.44 0.25 1291
1293 6 -22.87 64.87 85.48 0.25 1189
1294 6 -22.95 64.86 85.51 0.25 1293
1295 6 -22.87 64.86 85.62 0.25 1294
1296 6 -22.89 64.86 85.72 0.25 1295
1297 6 -22.89 64.91 85.8 0.25 1296
1298 6 -23.04 64.98 85.83 0.25 1297
1299 6 -22.7 64 84.41 0.25 1178
1300 6 -22.79 63.95 84.33 0.25 1299
1301 6 -22.79 63.9 84.25 0.25 1300
1302 6 -22.79 63.83 84.16 0.25 1301
1303 6 -23.01 63.65 84.08 0.25 1302
1304 6 -23.04 63.63 84.05 0.25 1303
1305 6 -21.43 64.72 82.25 0.25 1151
1306 6 -21.42 64.72 82.16 0.25 1305
1307 6 -21.42 64.83 82.05 0.25 1306
1308 6 -21.42 64.83 81.91 0.25 1307
1309 6 -20.7 62.65 76.26 0.25 1067
1310 6 -20.68 62.65 76.33 0.25 1309
1311 6 -20.67 62.54 76.44 0.25 1310
1312 6 -20.75 62.52 76.51 0.25 1311
1313 6 -20.79 62.54 76.61 0.25 1312
1314 6 -21.45 63.29 72.19 0.25 1005
1315 6 -21.44 63.18 72.26 0.25 1314
1316 6 -21.42 63.15 72.36 0.25 1315
1317 6 -21.38 63.2 72.44 0.25 1316
1318 6 -20.29 63.61 68.83 0.25 968
1319 6 -20.29 63.59 68.87 0.25 1318
1320 6 -20.21 63.54 69 0.25 1319
1321 6 -20.2 63.5 69.08 0.25 1320
1322 6 -20.13 63.52 68.76 0.25 1318
1323 6 -19.77 63.52 68.72 0.25 1322
1324 6 -21.07 62.34 63.43 0.25 915
1325 6 -21.15 62.29 63.52 0.25 1324
1326 6 -21.21 62.27 63.59 0.25 1325
1327 6 -21.19 62.27 63.65 0.25 1326
1328 6 -23.12 62.31 56.61 0.25 840
1329 6 -23 62.52 56.68 0.25 1328
1330 6 -22.95 62.56 56.77 0.25 1329
1331 6 -22.87 62.11 56.45 0.25 839
1332 6 -22.88 62.15 56.4 0.25 1331
1333 6 -22.79 62.2 56.36 0.25 1332
1334 6 -22.67 62.27 56.27 0.25 1333
1335 6 -22.59 62.34 56.2 0.25 1334
1336 6 -22.62 62.4 56.11 0.25 1335
1337 6 -24.64 61.29 52.72 0.25 776
1338 6 -24.59 61.18 52.81 0.25 1337
1339 6 -24.56 60.86 52.88 0.25 1338
1340 6 -24.43 60.11 52.9 0.25 1339
1341 6 -24.46 60.13 52.97 0.25 1340
1342 6 -24.5 60.09 53 0.25 1341
1343 6 -24.45 60.09 52.84 0.25 1340
1344 6 -24.38 60.11 52.77 0.25 1343
1345 6 -26.18 63.29 48.68 0.25 727
1346 6 -26.39 63.13 48.77 0.25 1345
1347 6 -26.44 63.15 48.88 0.25 1346
1348 6 -26.45 63.15 48.97 0.25 1347
1349 6 -26.54 62.81 49.11 0.25 1348
1350 6 -26.7 62.84 49.27 0.25 1349
1351 6 -26.76 62.84 49.36 0.25 1350
1352 6 -26.78 62.83 49.45 0.25 1351
1353 6 -26.67 62.79 49.52 0.25 1352
1354 6 -27.54 66.12 45.33 0.25 696
1355 6 -27.54 66.12 45.29 0.25 1354
1356 6 -27.55 66.15 45.24 0.25 1355
1357 6 -27.54 66.23 45.15 0.25 1356
1358 6 -27.54 66.26 44.9 0.25 1357
1359 6 -27.61 66.41 44.77 0.25 1358
1360 6 -27.7 66.51 44.68 0.25 1359
1361 6 -27.77 66.58 44.61 0.25 1360
1362 6 -27.7 66.69 44.52 0.25 1361
1363 6 -27.7 66.73 44.43 0.25 1362
1364 6 -27.76 66.79 44.36 0.25 1363
1365 6 -27.7 66.83 44.33 0.25 1364
1366 6 -31.77 64.76 40.88 0.25 652
1367 6 -31.95 64.8 40.79 0.25 1366
1368 6 -31.95 64.79 40.72 0.25 1367
1369 6 -34.75 64.55 34.2 0.25 566
1370 6 -34.68 64.44 34.11 0.25 1369
1371 6 -34.65 64.44 34.04 0.25 1370
1372 6 -45.43 50.63 18.69 0.25 403
1373 6 -45.45 50.61 18.77 0.25 1372
1374 6 -45.56 50.49 18.92 0.25 1373
1375 6 -45.47 50.47 18.87 0.25 1374
1376 6 -42.59 46.31 14.43 0.25 372
1377 6 -42.59 46.25 14.39 0.25 1376
1378 6 -42.7 46.34 14.72 0.25 1377
1379 6 -42.59 46.31 14.47 0.25 1376
1380 6 -42.58 46.38 14.52 0.25 1379
1381 6 -24.42 27.44 6.21 0.25 273
1382 6 -24.37 27.52 6.15 0.25 1381
1383 6 -24.31 27.61 6.09 0.25 1382
1384 6 -24.36 27.7 6 0.25 1383
1385 6 -22.62 27.71 5.73 0.25 267
1386 6 -22.75 27.7 5.63 0.25 1385
1387 6 -22.79 27.79 5.57 0.25 1386
1388 6 -22.87 28.04 5.48 0.25 1387
1389 6 -22.95 28.09 5.4 0.25 1388
1390 6 -18.04 28 5.48 0.25 245
1391 6 -18.02 28.2 5.4 0.25 1390
1392 6 -17.95 28.2 5.32 0.25 1391
1393 6 -13.06 28.18 5.57 0.25 227
1394 6 -13.1 28.19 5.59 0.25 1393
1395 6 -10.3 27.06 5 0.25 205
1396 6 -10.3 27.04 4.96 0.25 1395
1397 6 -10.3 26.88 4.88 0.25 1396
1398 6 -10.27 26.79 4.76 0.25 1397
1399 6 -9.14 26.29 5.53 0.25 202
1400 6 -9.06 26.14 5.59 0.25 1399
1401 6 -9.09 26.12 5.69 0.25 1400
1402 6 -7.76 26.18 5.4 0.25 192
1403 6 -7.78 26.2 5.36 0.25 1402
1404 6 -7.76 26.29 5.25 0.25 1403
1405 6 -7.75 26.38 5.15 0.25 1404
1406 6 -7.76 26.44 5.09 0.25 1405
1407 6 -7.78 26.45 5 0.25 1406
1408 6 -7.8 26.45 4.96 0.25 1407
1409 6 -7.05 26.22 4.96 0.25 186
1410 6 -7.07 26.35 4.88 0.25 1409
1411 6 -7.11 26.45 4.8 0.25 1410
1412 6 -5.84 25.05 5.53 0.25 177
1413 6 -5.71 24.94 5.36 0.25 1412
1414 6 -5.65 24.87 5.25 0.25 1413
1415 6 -5.63 24.2 5.84 0.25 174
1416 6 -5.98 24.09 5.73 0.25 1415
1417 6 -6.01 23.79 5.63 0.25 1416
1418 6 -6.48 23.3 5.57 0.25 1417
1419 6 -6.55 23.26 5.73 0.25 1418
1420 6 -6.71 23.06 5.76 0.25 1419
1421 6 -6.8 22.76 5.73 0.25 1420
1422 6 -6.98 22.45 5.8 0.25 1421
1423 6 -6.71 22.39 5.84 0.25 1422
1424 6 -6.46 22.39 5.88 0.25 1423
1425 6 -6.28 22.39 5.96 0.25 1424
1426 6 -6.13 22.45 6.05 0.25 1425
1427 6 -6.07 22.44 6.11 0.25 1426
1428 6 -6 22.45 6.21 0.25 1427
1429 6 -5.9 22.45 6.28 0.25 1428
1430 6 -7.11 22.36 5.88 0.25 1422
1431 6 -7.13 22.35 5.92 0.25 1430
1432 6 -7.44 22.19 5.88 0.25 1431
1433 6 -7.53 22.2 5.96 0.25 1432
1434 6 -7.53 22.19 6.05 0.25 1433
1435 6 -7.67 22.3 6.11 0.25 1434
1436 6 -6.57 23.13 5.84 0.25 1419
1437 6 -6.61 23.12 5.84 0.25 1436
1438 6 -6.71 23.1 6.09 0.25 1437
1439 6 -6.73 23.06 6.15 0.25 1438
1440 6 -6.9 23.11 6.15 0.25 1439
1441 6 -7.13 23.17 6.09 0.25 1440
1442 6 -7.21 23.17 6 0.25 1441
1443 6 -7.32 23.12 6.09 0.25 1442
1444 6 -7.44 23.03 6.15 0.25 1443
1445 6 -7.82 22.79 6.15 0.25 1444
1446 6 -7.92 22.59 6.09 0.25 1445
1447 6 -8.14 22.54 6 0.25 1446
1448 6 -8.71 22.35 5.92 0.25 1447
1449 6 -8.92 22.38 5.84 0.25 1448
1450 6 -9.05 22.5 5.76 0.25 1449
1451 6 -9.13 22.7 5.76 0.25 1450
1452 6 -9.14 22.95 5.84 0.25 1451
1453 6 -6.51 23.37 5.53 0.25 1418
1454 6 -6.51 23.38 5.44 0.25 1453
1455 6 -6.51 23.43 5.36 0.25 1454
1456 6 -6.55 23.5 5.25 0.25 1455
1457 6 -6.61 23.52 5.21 0.25 1456
1458 6 -4.94 24.54 5.96 0.25 171
1459 6 -4.8 24.63 6.05 0.25 1458
1460 6 -4.46 24.81 6 0.25 1459
1461 6 -4.44 24.86 5.96 0.25 1460
1462 6 -4.42 24.86 5.88 0.25 1461
1463 6 -4.4 24.93 5.8 0.25 1462
1464 6 -4.48 24.88 5.73 0.25 1463
1465 6 -4.48 24.87 5.63 0.25 1464
1466 6 -4.09 23.54 6.05 0.25 166
1467 6 -4.01 23.6 5.96 0.25 1466
1468 6 -3.92 23.87 5.88 0.25 1467
1469 6 -3.8 24.12 5.8 0.25 1468
1470 6 -3.8 24.11 5.73 0.25 1469
1471 6 -3.64 24.25 5.59 0.25 1470
1472 6 -3.69 24.28 5.57 0.25 1471
1473 6 -3.7 24.29 5.48 0.25 1472
1474 6 -3.65 24.19 5.36 0.25 1471
1475 6 -3.58 24.2 5.32 0.25 1474
1476 6 -3.56 24.38 5.15 0.25 1475
1477 6 -3.56 24.38 5.09 0.25 1476
1478 6 -3.56 24.38 5 0.25 1477
1479 6 -3.45 24.37 4.92 0.25 1478
1480 6 -3.45 24.37 4.88 0.25 1479
1481 6 -3.38 24.37 4.84 0.25 1480
1482 6 -3.3 24.62 4.82 0.25 1481
1483 6 -3.3 24.84 4.84 0.25 1482
1484 6 -3.32 24.92 4.76 0.25 1483
1485 6 -3.41 25.12 4.69 0.25 1484
1486 6 -3.44 25.13 4.59 0.25 1485
1487 6 -3.38 25.3 4.48 0.25 1486
1488 6 -3.43 25.35 4.4 0.25 1487
1489 6 -3.29 25.39 4.28 0.25 1488
1490 6 -3.24 24.93 4.88 0.25 1483
1491 6 -3.04 25.12 4.84 0.25 1490
1492 6 -3.05 25.19 4.8 0.25 1491
1493 6 -3.03 25.31 4.73 0.25 1492
1494 6 -2.68 25.62 4.63 0.25 1493
1495 6 -2.66 25.7 4.57 0.25 1494
1496 6 -2.58 25.87 4.48 0.25 1495
1497 6 -2.6 26.01 4.4 0.25 1496
1498 6 -2.55 26.04 4.36 0.25 1497
1499 6 -3.63 24.52 4.84 0.25 1480
1500 6 -3.69 24.54 4.76 0.25 1499
1501 6 -3.78 24.54 4.69 0.25 1500
1502 6 -3.81 24.59 4.59 0.25 1501
1503 6 -3.85 24.72 4.53 0.25 1502
1504 6 -3.94 24.78 4.4 0.25 1503
1505 6 -3.93 24.76 4.28 0.25 1504
1506 6 -3.9 24.8 4.21 0.25 1505
1507 6 -3.82 24.87 4.11 0.25 1506
1508 6 -3.81 24.96 3.96 0.25 1507
1509 6 -3.81 25.03 3.93 0.25 1508
1510 6 -3.06 22.7 7.11 0.25 153
1511 6 -3.25 22.72 7.25 0.25 1510
1512 6 -3.3 22.7 7.36 0.25 1511
1513 6 -3.3 22.7 7.4 0.25 1512
